killer_name,killer_steamid,killer_team_name,victim_name,victim_steamid,victim_side,victim_team_name,weapon_name,headshot,is_trade_kill,match_checksum,tournament
w0nderful,76561199063068840,Natus Vincere,nqz,76561198350342505,Terrorist,paiN,USP-S,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,USP-S,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,Glock-18,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,jL,76561198176878303,Counter Terrorist,Natus Vincere,Glock-18,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
biguzera,76561198015308884,paiN,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,Galil AR,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,biguzera,76561198015308884,Terrorist,paiN,M4A1,0,1,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,davideuS,76561198120491311,Terrorist,paiN,M4A1,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,snow,76561198377335846,Terrorist,paiN,Five-SeveN,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
Kauez,76561198385657675,paiN,iM,76561198050250233,Counter Terrorist,Natus Vincere,Galil AR,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
nqz,76561198350342505,paiN,b1t,76561198246607476,Counter Terrorist,Natus Vincere,Galil AR,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,M4A1,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
nqz,76561198350342505,paiN,Aleksib,76561198013243326,Counter Terrorist,Natus Vincere,Galil AR,1,1,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
nqz,76561198350342505,paiN,jL,76561198176878303,Counter Terrorist,Natus Vincere,Galil AR,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
biguzera,76561198015308884,paiN,jL,76561198176878303,Counter Terrorist,Natus Vincere,MAC-10,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,Desert Eagle,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,iM,76561198050250233,Counter Terrorist,Natus Vincere,Galil AR,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,davideuS,76561198120491311,Terrorist,paiN,Desert Eagle,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,nqz,76561198350342505,Terrorist,paiN,Desert Eagle,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,AK-47,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,Aleksib,76561198013243326,Counter Terrorist,Natus Vincere,AK-47,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,b1t,76561198246607476,Counter Terrorist,Natus Vincere,AK-47,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,snow,76561198377335846,Terrorist,paiN,M4A1,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
nqz,76561198350342505,paiN,iM,76561198050250233,Counter Terrorist,Natus Vincere,AK-47,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,nqz,76561198350342505,Terrorist,paiN,M4A1,0,1,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
biguzera,76561198015308884,paiN,jL,76561198176878303,Counter Terrorist,Natus Vincere,AK-47,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,biguzera,76561198015308884,Terrorist,paiN,M4A1,1,1,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,Aleksib,76561198013243326,Counter Terrorist,Natus Vincere,AK-47,1,1,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,M4A1,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,AK-47,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,b1t,76561198246607476,Counter Terrorist,Natus Vincere,AK-47,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
biguzera,76561198015308884,paiN,iM,76561198050250233,Counter Terrorist,Natus Vincere,Galil AR,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,biguzera,76561198015308884,Terrorist,paiN,Incendiary Grenade,0,1,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,davideuS,76561198120491311,Terrorist,paiN,M4A1,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,MP9,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,jL,76561198176878303,Counter Terrorist,Natus Vincere,AK-47,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,snow,76561198377335846,Terrorist,paiN,M4A1,0,1,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,nqz,76561198350342505,Terrorist,paiN,FAMAS,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,davideuS,76561198120491311,Terrorist,paiN,AK-47,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,snow,76561198377335846,Terrorist,paiN,AK-47,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,biguzera,76561198015308884,Terrorist,paiN,M4A4,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,nqz,76561198350342505,Terrorist,paiN,M4A4,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,AK-47,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,snow,76561198377335846,Terrorist,paiN,AK-47,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
Kauez,76561198385657675,paiN,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,Glock-18,1,1,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,biguzera,76561198015308884,Terrorist,paiN,AK-47,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,nqz,76561198350342505,Terrorist,paiN,M4A1,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,davideuS,76561198120491311,Terrorist,paiN,AK-47,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,M4A1,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
Kauez,76561198385657675,paiN,jL,76561198176878303,Counter Terrorist,Natus Vincere,Galil AR,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,snow,76561198377335846,Terrorist,paiN,AK-47,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,Aleksib,76561198013243326,Counter Terrorist,Natus Vincere,Galil AR,0,1,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,davideuS,76561198120491311,Terrorist,paiN,M4A1,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
nqz,76561198350342505,paiN,iM,76561198050250233,Counter Terrorist,Natus Vincere,AK-47,1,1,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,AK-47,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
nqz,76561198350342505,paiN,b1t,76561198246607476,Counter Terrorist,Natus Vincere,AK-47,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,nqz,76561198350342505,Terrorist,paiN,Galil AR,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
biguzera,76561198015308884,paiN,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,AK-47,0,1,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,Dual Berettas,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
biguzera,76561198015308884,paiN,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,Glock-18,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,iM,76561198050250233,Counter Terrorist,Natus Vincere,Glock-18,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
biguzera,76561198015308884,paiN,jL,76561198176878303,Counter Terrorist,Natus Vincere,USP-S,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,Aleksib,76561198013243326,Counter Terrorist,Natus Vincere,Glock-18,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
biguzera,76561198015308884,paiN,b1t,76561198246607476,Counter Terrorist,Natus Vincere,USP-S,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
Kauez,76561198385657675,paiN,Aleksib,76561198013243326,Counter Terrorist,Natus Vincere,Galil AR,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,HE Grenade,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,jL,76561198176878303,Counter Terrorist,Natus Vincere,MAC-10,1,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,Aleksib,76561198013243326,Counter Terrorist,Natus Vincere,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,snow,76561198377335846,Terrorist,paiN,Five-SeveN,1,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
biguzera,76561198015308884,paiN,iM,76561198050250233,Counter Terrorist,Natus Vincere,Galil AR,0,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,davideuS,76561198120491311,Terrorist,paiN,SSG 08,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
World,0,,nqz,76561198350342505,Terrorist,paiN,C4,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,biguzera,76561198015308884,Terrorist,paiN,M4A4,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,b1t,76561198246607476,Counter Terrorist,Natus Vincere,AK-47,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,M4A4,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,jL,76561198176878303,Counter Terrorist,Natus Vincere,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,iM,76561198050250233,Counter Terrorist,Natus Vincere,AK-47,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,biguzera,76561198015308884,Terrorist,paiN,AWP,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,iM,76561198050250233,Counter Terrorist,Natus Vincere,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,jL,76561198176878303,Counter Terrorist,Natus Vincere,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,nqz,76561198350342505,Terrorist,paiN,M4A1,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,snow,76561198377335846,Terrorist,paiN,M4A1,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
Kauez,76561198385657675,paiN,b1t,76561198246607476,Counter Terrorist,Natus Vincere,Molotov,0,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,Aleksib,76561198013243326,Counter Terrorist,Natus Vincere,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,biguzera,76561198015308884,Terrorist,paiN,MP9,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,snow,76561198377335846,Terrorist,paiN,Desert Eagle,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,jL,76561198176878303,Counter Terrorist,Natus Vincere,AK-47,0,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
nqz,76561198350342505,paiN,b1t,76561198246607476,Counter Terrorist,Natus Vincere,AWP,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
nqz,76561198350342505,paiN,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,AWP,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,nqz,76561198350342505,Terrorist,paiN,MP9,1,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
Kauez,76561198385657675,paiN,Aleksib,76561198013243326,Counter Terrorist,Natus Vincere,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,iM,76561198050250233,Counter Terrorist,Natus Vincere,AK-47,0,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,davideuS,76561198120491311,Terrorist,paiN,M4A1,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,snow,76561198377335846,Terrorist,paiN,M4A4,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,biguzera,76561198015308884,Terrorist,paiN,M4A1,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
Kauez,76561198385657675,paiN,b1t,76561198246607476,Counter Terrorist,Natus Vincere,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,nqz,76561198350342505,Terrorist,paiN,M4A1,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,HE Grenade,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,snow,76561198377335846,Terrorist,paiN,M4A4,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,M4A4,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,biguzera,76561198015308884,Terrorist,paiN,M4A4,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,davideuS,76561198120491311,Terrorist,paiN,AWP,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
biguzera,76561198015308884,paiN,b1t,76561198246607476,Counter Terrorist,Natus Vincere,Desert Eagle,1,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,snow,76561198377335846,Terrorist,paiN,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,nqz,76561198350342505,Terrorist,paiN,AK-47,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,biguzera,76561198015308884,Terrorist,paiN,AK-47,1,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,Kauez,76561198385657675,Terrorist,paiN,HE Grenade,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,davideuS,76561198120491311,Terrorist,paiN,M4A1,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,nqz,76561198350342505,Terrorist,paiN,M4A1,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,snow,76561198377335846,Terrorist,paiN,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,biguzera,76561198015308884,Terrorist,paiN,AK-47,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,biguzera,76561198015308884,Terrorist,paiN,AK-47,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,iM,76561198050250233,Counter Terrorist,Natus Vincere,AK-47,0,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
davideuS,76561198120491311,paiN,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,AK-47,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
Kauez,76561198385657675,paiN,b1t,76561198246607476,Counter Terrorist,Natus Vincere,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,jL,76561198176878303,Counter Terrorist,Natus Vincere,AK-47,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,davideuS,76561198120491311,Terrorist,paiN,AWP,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,biguzera,76561198015308884,Terrorist,paiN,M4A4,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,snow,76561198377335846,Terrorist,paiN,M4A4,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
nqz,76561198350342505,paiN,jL,76561198176878303,Counter Terrorist,Natus Vincere,AK-47,1,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,nqz,76561198350342505,Terrorist,paiN,AWP,0,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,biguzera,76561198015308884,Counter Terrorist,paiN,Glock-18,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
Kauez,76561198385657675,paiN,jL,76561198176878303,Terrorist,Natus Vincere,USP-S,1,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,davideuS,76561198120491311,Counter Terrorist,paiN,Glock-18,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
Kauez,76561198385657675,paiN,b1t,76561198246607476,Terrorist,Natus Vincere,USP-S,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,Kauez,76561198385657675,Counter Terrorist,paiN,Glock-18,1,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,iM,76561198050250233,Terrorist,Natus Vincere,USP-S,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
nqz,76561198350342505,paiN,Aleksib,76561198013243326,Terrorist,Natus Vincere,USP-S,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,w0nderful,76561199063068840,Terrorist,Natus Vincere,USP-S,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,iM,76561198050250233,Terrorist,Natus Vincere,M4A1,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
biguzera,76561198015308884,paiN,b1t,76561198246607476,Terrorist,Natus Vincere,MP9,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,snow,76561198377335846,Counter Terrorist,paiN,Desert Eagle,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
biguzera,76561198015308884,paiN,w0nderful,76561199063068840,Terrorist,Natus Vincere,P2000,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
biguzera,76561198015308884,paiN,Aleksib,76561198013243326,Terrorist,Natus Vincere,P2000,0,1,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
nqz,76561198350342505,paiN,jL,76561198176878303,Terrorist,Natus Vincere,MP9,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,davideuS,76561198120491311,Counter Terrorist,paiN,AK-47,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
biguzera,76561198015308884,paiN,w0nderful,76561199063068840,Terrorist,Natus Vincere,MP9,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
snow,76561198377335846,paiN,iM,76561198050250233,Terrorist,Natus Vincere,M4A1,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,Kauez,76561198385657675,Counter Terrorist,paiN,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,nqz,76561198350342505,Counter Terrorist,paiN,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,snow,76561198377335846,Counter Terrorist,paiN,AK-47,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,davideuS,76561198120491311,Counter Terrorist,paiN,AK-47,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,Kauez,76561198385657675,Counter Terrorist,paiN,AK-47,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,snow,76561198377335846,Counter Terrorist,paiN,AK-47,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,nqz,76561198350342505,Counter Terrorist,paiN,AK-47,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,biguzera,76561198015308884,Counter Terrorist,paiN,AK-47,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
